CVE,Severity,Year,Month,Patches,Affected Versions,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_huawei
CVE-2017-13219,Medium,2018,1,Android Security Bulletins,,NVD-CWE-noinfo,A denial of service vulnerability in the Upstream kernel synaptics touchscreen controller. Product: Android. Versions: Android kernel. Android ID: A-62800865.,,2018-01-12T23:29:02.017,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2018-01-01
CVE-2017-13220,Medium,2018,1,Android Security Bulletins,,CWE-843,An elevation of privilege vulnerability in the Upstream kernel bluez. Product: Android. Versions: Android kernel. Android ID: A-63527053.,,2018-01-12T23:29:02.047,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Access of Resource Using Incompatible Type ('Type Confusion'),2018-01-01
CVE-2017-13221,Medium,2018,1,Android Security Bulletins,,NVD-CWE-noinfo,An elevation of privilege vulnerability in the Upstream kernel wifi driver. Product: Android. Versions: Android kernel. Android ID: A-64709938.,,2018-01-12T23:29:02.077,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2018-01-01
CVE-2017-13222,Medium,2018,1,Android Security Bulletins,,CWE-200,An information disclosure vulnerability in the Upstream kernel kernel. Product: Android. Versions: Android kernel. Android ID: A-38159576.,,2018-01-12T23:29:02.123,2018-01-24T16:09:05.727,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-01-01
CVE-2017-14869,Medium,2018,1,Android Security Bulletins,,CWE-200,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, while performing update of FOTA partition, uninitialized data can be pushed to storage.",,2018-01-10T22:29:00.463,2018-01-26T12:43:07.857,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-01-01
CVE-2017-14870,Medium,2018,1,Android Security Bulletins,,CWE-200,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, while updating the recovery message for eMMC devices, 1088 bytes of stack memory can potentially be leaked.",,2018-01-10T22:29:00.493,2018-01-26T12:42:52.497,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-01-01
CVE-2017-14873,Medium,2018,1,Android Security Bulletins,,CWE-119,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the pp_pgc_get_config() graphics driver function, a kernel memory overwrite can potentially occur.",,2018-01-10T22:29:00.540,2018-01-26T12:42:20.370,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-01-01
CVE-2017-15845,Medium,2018,1,Android Security Bulletins,,CWE-20,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, an invalid input of firmware size (negative value) from user space can potentially lead to the memory leak or buffer overflow during the WLAN cal data store operation.",,2018-01-10T22:29:00.617,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2018-01-01
CVE-2017-15845,Medium,2018,1,Android Security Bulletins,,CWE-772,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, an invalid input of firmware size (negative value) from user space can potentially lead to the memory leak or buffer overflow during the WLAN cal data store operation.",,2018-01-10T22:29:00.617,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Missing Release of Resource after Effective Lifetime,2018-01-01
CVE-2017-15847,Medium,2018,1,Android Security Bulletins,,CWE-362,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the SPCom kernel driver, a race condition exists when creating a channel.",,2018-01-10T22:29:00.667,2018-01-26T12:41:49.527,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-01-01
CVE-2017-9689,Medium,2018,1,Android Security Bulletins,,CWE-119,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a specially-crafted HDMI CEC message can be used to cause stack memory corruption.",,2018-01-10T22:29:00.807,2018-01-26T12:39:34.320,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-01-01
CVE-2017-9708,Medium,2018,1,Android Security Bulletins,,CWE-362,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the camera driver, the function ""msm_ois_power_down"" is called without a mutex and a race condition can occur in variable ""*reg_ptr"" of sub function ""msm_camera_config_single_vreg"".",,2017-12-05T17:29:01.080,2017-12-15T14:50:41.537,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-01-01
CVE-2017-9718,Medium,2018,1,Android Security Bulletins,,CWE-119,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a race condition in a multimedia driver can potentially lead to a buffer overwrite.",,2017-12-05T17:29:01.220,2017-12-15T14:49:01.610,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-01-01
CVE-2017-9718,Medium,2018,1,Android Security Bulletins,,CWE-362,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, a race condition in a multimedia driver can potentially lead to a buffer overwrite.",,2017-12-05T17:29:01.220,2017-12-15T14:49:01.610,cvssMetricV30,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-01-01
CVE-2017-13229,Critical,2018,2,Android Security Bulletins,,CWE-20,"A remote code execution vulnerability in the Android media framework (n/a). Product: Android. Versions: 7.0, 7.1.1, 7.1.2, 8.0, 8.1. ID: A-68160703.","7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-02-12T19:29:00.290,2018-03-06T19:52:36.463,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Input Validation,2018-02-01
CVE-2017-0837,High,2018,2,Android Security Bulletins,,NVD-CWE-noinfo,"An elevation of privilege vulnerability in the Android media framework (libaudiopolicymanager). Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0. Android ID A-64340921.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",2017-12-06T14:29:00.300,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2018-02-01
CVE-2017-17761,High,2018,2,Android Security Bulletins,,NVD-CWE-noinfo,"An issue was discovered on Ichano AtHome IP Camera devices. The device runs the ""noodles"" binary - a service on port 1300 that allows a remote (LAN) unauthenticated user to run arbitrary commands. This binary requires the ""system"" XML element for specifying the command. For example, a <system>id</system> command results in a <system_ack>ok</system_ack> response.",,2017-12-19T21:29:00.213,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2018-02-01
CVE-2017-17762,High,2018,2,Android Security Bulletins,,CWE-611,XML external entity (XXE) vulnerability in Episerver 7 patch 4 and earlier allows remote attackers to read arbitrary files via a crafted DTD in an XML request involving util/xmlrpc/Handler.ashx.,,2018-08-29T19:29:00.187,2018-11-08T18:51:32.493,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Improper Restriction of XML External Entity Reference,2018-02-01
CVE-2017-13235,High,2018,2,Android Security Bulletins,,CWE-476,"A other vulnerability in the Android media framework (n/a). Product: Android. Versions: 7.0, 7.1.1, 7.1.2, 8.0, 8.1. ID: A-68342866.","7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-02-12T19:29:00.603,2018-03-08T15:18:55.110,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,NONE,NONE,HIGH,6.5,MEDIUM,NULL Pointer Dereference,2018-02-01
CVE-2017-13241,Medium,2018,2,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android media framework (libstagefright_soft_avcenc). Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. ID: A-69065651.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-02-12T19:29:00.823,2018-03-07T14:55:44.060,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-13239,Medium,2018,2,Android Security Bulletins,,CWE-200,A information disclosure vulnerability in the Android framework (ui framework). Product: Android. Versions: 8.0. ID: A-66244132.,8.0,2018-02-12T19:29:00.743,2018-03-07T14:55:34.717,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-13240,Medium,2018,2,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android framework (crypto framework). Product: Android. Versions: 8.0, 8.1. ID: A-68694819.","8.0, 8.1",2018-02-12T19:29:00.777,2018-03-07T14:59:16.543,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-13243,Medium,2018,2,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android system (ui). Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0. ID: A-38258991.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0",2018-02-12T19:29:00.917,2018-03-01T20:01:59.500,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-13242,Medium,2018,2,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android system (bluetooth). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. ID: A-62672248.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-02-12T19:29:00.887,2018-03-07T14:55:50.750,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-13244,Medium,2018,2,Android Security Bulletins,,NVD-CWE-noinfo,A elevation of privilege vulnerability in the Upstream kernel easel. Product: Android. Versions: Android kernel. ID: A-62678986.,,2018-02-12T19:29:00.963,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2018-02-01
CVE-2017-13246,Medium,2018,2,Android Security Bulletins,,CWE-200,A information disclosure vulnerability in the Upstream kernel network driver. Product: Android. Versions: Android kernel. ID: A-36279469.,,2018-02-12T19:29:01.073,2018-03-01T20:02:28.380,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-1000405,Medium,2018,2,Android Security Bulletins,,CWE-362,"The Linux Kernel versions 2.6.38 through 4.14 have a problematic use of pmd_mkdirty() in the touch_pmd() function inside the THP implementation. touch_pmd() can be reached by get_user_pages(). In such case, the pmd will become dirty. This scenario breaks the new can_follow_write_pmd()'s logic - pmd can become dirty without going through a COW cycle. This bug is not as severe as the original ""Dirty cow"" because an ext4 file (or any other regular file) cannot be mapped using THP. Nevertheless, it does allow us to overwrite read-only huge pages. For example, the zero huge page and sealed shmem files can be overwritten (since their mapping can be populated using THP). Note that after the first write page-fault to the zero page, it will be replaced with a new fresh (and zeroed) thp.","2.6.38, 4.14",2017-11-30T22:29:00.217,2023-06-26T16:55:42.617,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-02-01
CVE-2017-14875,Medium,2018,2,Android Security Bulletins,,CWE-119,"In the handler for the ioctl command VIDIOC_MSM_ISP_DUAL_HW_LPM_MODE in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-05-23, a heap overread vulnerability exists.",,2018-03-30T21:29:00.357,2018-04-24T12:55:35.467,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-02-01
CVE-2017-14875,Medium,2018,2,Android Security Bulletins,,CWE-200,"In the handler for the ioctl command VIDIOC_MSM_ISP_DUAL_HW_LPM_MODE in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-05-23, a heap overread vulnerability exists.",,2018-03-30T21:29:00.357,2018-04-24T12:55:35.467,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-14891,Medium,2018,2,Android Security Bulletins,,CWE-200,"In the KGSL driver function _gpuobj_map_useraddr() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-12, the contents of the stack can get leaked due to an uninitialized variable.",,2018-03-30T21:29:00.683,2018-04-23T19:04:33.480,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,5.3,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-02-01
CVE-2017-15826,Medium,2018,2,Android Security Bulletins,,CWE-362,"Due to a race condition in MDSS rotator in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-20, a double free vulnerability may potentially exist when two threads free the same perf structures.",,2018-03-30T21:29:00.870,2018-04-23T19:02:18.050,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2018-02-01
CVE-2017-15826,Medium,2018,2,Android Security Bulletins,,CWE-415,"Due to a race condition in MDSS rotator in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-20, a double free vulnerability may potentially exist when two threads free the same perf structures.",,2018-03-30T21:29:00.870,2018-04-23T19:02:18.050,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2018-02-01
CVE-2017-14876,Medium,2018,2,Android Security Bulletins,,CWE-787,"In msm_ispif_config_stereo() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-06-21, the parameter params->entries[i].vfe_intf comes from userspace without any bounds check which could potentially result in a kernel out-of-bounds write.",,2018-03-30T21:29:00.403,2018-04-25T15:02:16.000,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2018-02-01
CVE-2017-14883,Medium,2018,2,Android Security Bulletins,,CWE-119,"In the function wma_unified_power_debug_stats_event_handler() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-18, if the value param_buf->num_debug_register received from the FW command buffer is close to max of uint32, then the computation performed using this variable to calculate stats_registers_len may overflow to a smaller value leading to less than required memory allocated for power_stats_results and potentially a buffer overflow while copying the FW buffer to local buffer.",,2018-03-30T21:29:00.607,2018-04-25T15:03:16.777,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-02-01
CVE-2017-11043,Medium,2018,2,Android Security Bulletins,,CWE-119,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in a WiFI driver function, an integer overflow leading to heap buffer overflow may potentially occur.",,2017-12-05T19:29:00.337,2019-04-29T16:25:28.497,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-02-01
CVE-2017-11043,Medium,2018,2,Android Security Bulletins,,CWE-190,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in a WiFI driver function, an integer overflow leading to heap buffer overflow may potentially occur.",,2017-12-05T19:29:00.337,2019-04-29T16:25:28.497,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Integer Overflow or Wraparound,2018-02-01
CVE-2017-15823,Medium,2018,2,Android Security Bulletins,,CWE-119,"In spectral_create_samp_msg() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-11, some values from firmware are not properly validated potentially leading to a buffer overflow.",,2018-03-30T21:29:00.793,2018-04-23T19:02:29.093,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-02-01
CVE-2017-17766,Medium,2018,2,Android Security Bulletins,,CWE-190,"In wma_peer_info_event_handler() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-03, the value of num_peers received from firmware is not properly validated so that an integer overflow vulnerability in the size of a buffer allocation may potentially lead to a buffer overflow.",,2018-03-30T21:29:01.183,2018-04-25T15:03:48.180,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Integer Overflow or Wraparound,2018-02-01
CVE-2017-14881,Medium,2018,2,Android Security Bulletins,,CWE-416,"While calling the IPA IOCTL handler for IPA_IOC_ADD_HDR_PROC_CTX in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-10-13, a use-after-free condition may potentially occur.",,2018-03-30T21:29:00.527,2018-04-25T15:02:37.810,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use After Free,2018-02-01
CVE-2017-14877,Medium,2018,2,Android Security Bulletins,,CWE-416,"While the IPA driver in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-08-31 is processing IOCTL commands there is no mutex lock of allocated memory. If one thread sends an ioctl cmd IPA_IOC_QUERY_RT_TBL_INDEX while another sends an ioctl cmd IPA_IOC_DEL_RT_RULE, a use-after-free condition may occur.",,2018-03-30T21:29:00.463,2018-04-25T18:26:01.367,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use After Free,2018-02-01
CVE-2017-15859,Medium,2018,2,Android Security Bulletins,,CWE-787,"While processing the QCA_NL80211_VENDOR_SUBCMD_SET_TXPOWER_SCALE_DECR_DB vendor command, in which attribute QCA_WLAN_VENDOR_ATTR_TXPOWER_SCALE_DECR_DB contains fewer than 1 byte, in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-08-11 a buffer overrun occurs.",,2018-03-30T21:29:01.057,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Write,2018-02-01
CVE-2017-14892,Medium,2018,2,Android Security Bulletins,,CWE-20,"In the function msm_pcm_hw_params() in Android for MSM, Firefox OS for MSM, and QRD Android before 2017-09-19, the return value of q6asm_open_shared_io() is not checked properly potentially leading to a possible dangling pointer access.",,2018-03-30T21:29:00.747,2018-04-23T19:03:22.533,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2018-02-01
CVE-2017-13254,High,2018,3,Android Security Bulletins,,NVD-CWE-noinfo,"A other vulnerability in the Android media framework (AACExtractor). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70239507.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T17:29:00.567,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2018-03-01
CVE-2017-13264,High,2018,3,Android Security Bulletins,,NVD-CWE-noinfo,"A other vulnerability in the Android media framework (Avcdec). Product: Android. Versions: 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-70294343.","6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T17:29:01.097,2018-05-08T15:09:54.340,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,,2018-03-01
CVE-2017-13263,Medium,2018,3,Android Security Bulletins,,NVD-CWE-noinfo,"A elevation of privilege vulnerability in the Android framework. Product: Android. Versions: 8.0, 8.1. Android ID: A-69383160.","8.0, 8.1",2018-04-04T17:29:01.050,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,,2018-03-01
CVE-2017-13268,Medium,2018,3,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android system (bluetooth). Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-67058064.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T17:29:01.253,2018-05-08T15:11:20.493,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,4.3,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-03-01
CVE-2017-13269,Medium,2018,3,Android Security Bulletins,,CWE-200,"A information disclosure vulnerability in the Android system (bluetooth). Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-68818034.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-04-04T17:29:01.317,2018-05-08T15:12:18.780,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,4.3,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-03-01
