CVE,Year,Month,Patches,Affected Versions,Date_huawei,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2023-40114,2023,12,Android Security Bulletins,,2023-12-01,2502,2023,11,11/1/23,,A-243381410,"https://android.googlesource.com/platform/frameworks/av/+/2fdf54b050f728fd965c9afdd03116e9b9dafbae"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of MtpFfsHandle.cpp , there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.647,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40105,2023,12,Android Security Bulletins,,2023-12-01,2503,2023,11,11/1/23,,A-289549315,"https://android.googlesource.com/platform/frameworks/base/+/935eb5ed6be35860a99ea242fb753f687d54a308"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In backupAgentCreated of ActivityManagerService.java, there is a possible way to leak sensitive data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.083,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40106,2023,12,Android Security Bulletins,,2023-12-01,2497,2023,11,11/1/23,,A-278558814,"https://android.googlesource.com/platform/frameworks/base/+/442b4390c1f04b0e74ae4a7e349418dad4e7522e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In sanitizeSbn of NotificationManagerService.java, there is a possible way to launch an activity from the background due to BAL Bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.137,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40109,2023,12,Android Security Bulletins,,2023-12-01,2499,2023,11,11/1/23,,A-291299076,"https://android.googlesource.com/platform/frameworks/base/+/387d258cf10a30537fc48dc0e48d28071efa92e7"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In createFromParcel of UsbConfiguration.java, there is a possible background activity launch (BAL) due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.260,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40115,2023,12,Android Security Bulletins,,2023-12-01,2507,2023,11,11/1/23,,A-285645039,"https://android.googlesource.com/platform/packages/modules/StatsD/+/e4cd2d8f75d1b7b83a759d752f38099a9aa9997e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40115,2023,12,Android Security Bulletins,,2023-12-01,2513,2023,11,11/1/23,,,,,,,Statsd,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2023-40100,2023,12,Android Security Bulletins,,2023-12-01,2506,2023,11,11/1/23,,A-278303745,"https://android.googlesource.com/platform/packages/modules/DnsResolver/+/8e1561fb603fdaec15798372f865fb1750537f4f"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In discovery_thread of Dns64Configuration.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:07.743,2024-02-16T13:38:00.047,,,,,,,,,,,,,2023-11-01
CVE-2023-40100,2023,12,Android Security Bulletins,,2023-12-01,2512,2023,11,11/1/23,,,,,,,DNS Resolver,,"In discovery_thread of Dns64Configuration.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:07.743,2024-02-16T13:38:00.047,,,,,,,,,,,,,2023-11-01
CVE-2023-40113,2024,1,Android Security Bulletins,,2024-01-01,2505,2023,11,11/1/23,,A-289242655,"https://android.googlesource.com/platform/packages/providers/TelephonyProvider/+/64ca6ba981745875dbf2064e0b2a47f8194c4f0a"" rel=""noreferrer",ID,Critical,"11, 12, 12L, 13",,,"In multiple locations, there is a possible way for apps to access cross-user message data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.597,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
CVE-2024-0016,2024,2,Android Security Bulletins,,2024-02-01,121,2024,01,1/1/24,,A-279169188,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.460,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0018,2024,2,Android Security Bulletins,,2024-02-01,116,2024,01,1/1/24,,A-300476626,"https://android.googlesource.com/platform/frameworks/av/+/bf6406041919f67219fd1829438dda28845d4c23"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.560,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0018,2024,2,Android Security Bulletins,,2024-02-01,124,2024,01,1/1/24,,,,,,,Media Codecs,,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.560,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0023,2024,2,Android Security Bulletins,,2024-02-01,117,2024,01,1/1/24,,A-283099444,"https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.767,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0031,2024,3,Android Security Bulletins,,2024-03-01,10,2024,02,2/1/24,,A-297524203,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/de53890aaca2ae08b3ee2d6e3fd25f702fdfa661"" rel=""noreferrer",RCE,Critical,"11, 12, 12L, 13, 14",,,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.763,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0040,2024,3,Android Security Bulletins,,2024-03-01,9,2024,02,2/1/24,,A-300007708,"https://android.googlesource.com/platform/frameworks/av/+/2ca6c27dc0336fd98f47cfb96dc514efa98e8864"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In setParameter of MtpPacket.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.203,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0034,2024,3,Android Security Bulletins,,2024-03-01,3,2024,02,2/1/24,,A-298094386,"https://android.googlesource.com/platform/frameworks/base/+/653f7b0d234693309dc86161af01831b64033fe6"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In BackgroundLaunchProcessController, there is a possible way to launch arbitrary activity from the background due to BAL Bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.933,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0035,2024,3,Android Security Bulletins,,2024-03-01,13,2024,02,2/1/24,,A-300903792,"https://android.googlesource.com/platform/frameworks/base/+/7b7fff1eb5014d12200a32ff9047da396c7ab6a4"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In onNullBinding of TileLifecycleManager.java, there is a possible way to launch an activity from the background due to a missing null check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.980,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0036,2024,3,Android Security Bulletins,,2024-03-01,4,2024,02,2/1/24,,A-230492947,"https://android.googlesource.com/platform/frameworks/base/+/3eaaa9687e90c65f51762deb343f18bef95d4e8e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In startNextMatchingActivity of ActivityTaskManagerService.java, there is a possible way to bypass the restrictions on starting activities from the background due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.047,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0030,2024,3,Android Security Bulletins,,2024-03-01,15,2024,02,2/1/24,,A-276898739,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/57b823f4f758e2ef530909da07552b5aa80c6a7d"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.710,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0020,2024,3,Android Security Bulletins,,2024-03-01,123,2024,01,1/1/24,,A-299614635,"https://android.googlesource.com/platform/packages/apps/Settings/+/87f791f2351e366f842a0fd6fcb744069160d9a1"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.667,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0021,2024,3,Android Security Bulletins,,2024-03-01,119,2024,01,1/1/24,,A-282934003,"https://android.googlesource.com/platform/packages/apps/Settings/+/53ea491d276f9a7c586c7983c08105a9bb7051f1"" rel=""noreferrer",EoP,High,"13, 14",,,"In onCreate of NotificationAccessConfirmationActivity.java, there is a possible way for an app in the work profile to enable notification listener services due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.717,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0039,2024,4,Android Security Bulletins,,2024-04-01,55,2024,03,3/1/24,,A-295887535,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/17044ccf3a2858633cad8f87926e752edfe0d8d8"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/f0f35273101518d1f3a660b151804e90d0249af3"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/015c618a0461def93138173a53daaf27ca0630c9"" rel=""noreferrer",RCE,Critical,"12, 12L, 13, 14",,,"In attp_build_value_cmd of att_protocol.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.350,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-23717,2024,4,Android Security Bulletins,,2024-04-01,56,2024,03,3/1/24,,A-318374503,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/c5c528beb6e1cfed3ec93a3a264084df32ce83c2"" rel=""noreferrer",EoP,Critical,"12, 12L, 13, 14",,,"In access_secure_service_from_temp_bond of btm_sec.cc, there is a possible way to achieve keystroke injection due to improper input validation. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:46.253,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0049,2024,4,Android Security Bulletins,,2024-04-01,50,2024,03,3/1/24,,A-273936274,"https://android.googlesource.com/platform/frameworks/av/+/462689f06fd5e72ac63cd87b43ee52554ddf953e"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User  interaction is not needed for exploitation.",,2024-03-11T17:15:45.727,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0050,2024,4,Android Security Bulletins,,2024-04-01,51,2024,03,3/1/24,,A-273935108,"https://android.googlesource.com/platform/frameworks/av/+/8f3bc8be16480367bac36effa25706133a0dc22d"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In getConfig of SoftVideoDecoderOMXComponent.cpp, there is a possible out of bounds write due to a missing validation check. This could lead to a local non-security issue with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.783,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0051,2024,4,Android Security Bulletins,,2024-04-01,52,2024,03,3/1/24,,A-276442130,"https://android.googlesource.com/platform/frameworks/av/+/a52c14a5b49f26efafa581dea653b4179d66909e"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In onQueueFilled of SoftMPEG4.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.840,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0048,2024,4,Android Security Bulletins,,2024-04-01,49,2024,03,3/1/24,,A-316893159,"https://android.googlesource.com/platform/frameworks/base/+/2c236cde5505ee0e88cf1e3d073e2f1a53f0eede"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In Session of AccountManagerService.java, there is a possible method to retain foreground service privileges due to incorrect handling of null responses. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.673,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0045,2024,4,Android Security Bulletins,,2024-04-01,58,2024,03,3/1/24,,A-300903400,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/7d0f696f450241d8ba7a168ba14fa7b75032f0c9"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In smp_proc_sec_req of smp_act.cc, there is a possible out of bounds read due to improper input validation. This could lead to remote (proximal/adjacent) information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.507,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0033,2024,4,Android Security Bulletins,,2024-04-01,12,2024,02,2/1/24,,A-294609150,"https://android.googlesource.com/platform/frameworks/native/+/aa98edf0ce9dde4886979658a459900ca987f193"" rel=""noreferrer,https://android.googlesource.com/platform/system/core/+/46d46dc46446f14f26fbe8fb102dd36c1dfc1229"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of ashmem-dev.cpp, there is a possible missing seal due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.877,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0026,2024,5,Android Security Bulletins,,2024-05-01,179,2024,04,4/1/24,,A-308414141,"https://android.googlesource.com/platform/frameworks/base/+/a8fb9fe93efdebc4145e00934f42c91742f328de"" rel=""noreferrer",DoS,High,"12, 12L, 13, 14",,,"In multiple functions of SnoozeHelper.java, there is a possible persistent denial of service due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.460,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
CVE-2024-0027,2024,5,Android Security Bulletins,,2024-05-01,180,2024,04,4/1/24,,A-307948424,"https://android.googlesource.com/platform/frameworks/base/+/a8fb9fe93efdebc4145e00934f42c91742f328de"" rel=""noreferrer",DoS,High,"12, 12L, 13, 14",,,"In multiple functions of SnoozeHelper.java, there is a possible way to cause a boot loop due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.500,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
CVE-2024-23713,2024,5,Android Security Bulletins,,2024-05-01,174,2024,04,4/1/24,,A-305926929,"https://android.googlesource.com/platform/frameworks/base/+/ffd616dc3b919fe7705dbc7a25868483ae45466b"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In migrateNotificationFilter of NotificationManagerService.java, there is a possible failure to persist notifications settings due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:09.017,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
CVE-2024-0044,2024,5,Android Security Bulletins,,2024-05-01,47,2024,03,3/1/24,,A-307532206,"https://android.googlesource.com/platform/frameworks/base/+/65bd134b0a82c51a143b89821d5cdd00ddc31792"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In createSessionInternal of PackageInstallerService.java, there is a possible run-as any app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2024-03-11T17:15:45.450,2024-03-12T20:15:07.633,,,,,,,,,,,,,2024-03-01
CVE-2024-0046,2024,5,Android Security Bulletins,,2024-05-01,48,2024,03,3/1/24,,A-299441833,"https://android.googlesource.com/platform/frameworks/base/+/d68cab5ac1aa294ec4d0419bc0803a5577e4e43c"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In installExistingPackageAsUser of InstallPackageHelper.java, there is a possible carrier restriction bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.563,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0053,2024,5,Android Security Bulletins,,2024-05-01,53,2024,03,3/1/24,,A-281525042,"https://android.googlesource.com/platform/frameworks/base/+/74b03835a7fac15e854d08159922418c99e27e77"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In getCustomPrinterIcon of PrintManagerService.java, there is a possible way to view other user's images due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.950,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2017-13177,2018,1,Android Security Bulletins,,2018-01-01,757,2018,01,1/1/18,,A-68320413,https://android.googlesource.com/platform/external/libhevc/+/b686bb2df155fd1f55220d56f38cc0033afe278c,RCE,Critical,"5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",,,"In several functions of libhevc, NEON registers are not preserved. This could lead to remote code execution as a privileged process with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-68320413.","5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1",2018-01-12T23:29:00.343,2018-02-01T20:46:56.800,CWE-119,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-01-01
