CVE,Year,Month,Date_vivo,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity,vul_true_asb,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2024-23704,2024,04,2024-04-01,177,2024,04,4/1/24,,A-299931761,"https://android.googlesource.com/platform/packages/apps/Settings/+/2e90322bab7de1deaf3c82e207bf4404b92743d7"" rel=""noreferrer",EoP,High,"13, 14",,,"In onCreate of WifiDialogActivity.java, there is a possible way to bypass the DISALLOW_ADD_WIFI_CONFIG restriction due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.630,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
CVE-2024-0042,2024,04,2024-04-01,184,2024,04,4/5/24,,A-312543200,,,High,,Widevine DRM,,"In TBD of TBD, there is a possible confusion of OEM and DRM certificates due to improperly used crypto. This could lead to local bypass of DRM content protection with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.540,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
CVE-2024-0031,2024,02,2024-02-01,10,2024,02,2/1/24,,A-297524203,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/de53890aaca2ae08b3ee2d6e3fd25f702fdfa661"" rel=""noreferrer",RCE,Critical,"11, 12, 12L, 13, 14",,,"In attp_build_read_by_type_value_cmd of att_protocol.cc , there is a possible out of bounds write due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.763,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0029,2024,02,2024-02-01,1,2024,02,2/1/24,,A-305664128,"https://android.googlesource.com/platform/frameworks/base/+/9b10fd9718f4e6f6843adbfc14e46a93aab93aad"" rel=""noreferrer",EoP,High,13,,,"In multiple files, there is a possible way to capture the device screen when disallowed by device policy due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.633,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0032,2024,02,2024-02-01,2,2024,02,2/1/24,,A-283962634,"https://android.googlesource.com/platform/packages/providers/DownloadProvider/+/5acd646e0cf63e2c9c0862da7e03531ef0074394"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/4af5db76f25348849252e0b8a08f4a517ef842b7"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In queryChildDocuments of FileSystemProvider.java, there is a possible way to request access to directories that should be hidden due to improper input validation. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T02:15:50.823,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0034,2024,02,2024-02-01,3,2024,02,2/1/24,,A-298094386,"https://android.googlesource.com/platform/frameworks/base/+/653f7b0d234693309dc86161af01831b64033fe6"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In BackgroundLaunchProcessController, there is a possible way to launch arbitrary activity from the background due to BAL Bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.933,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0036,2024,02,2024-02-01,4,2024,02,2/1/24,,A-230492947,"https://android.googlesource.com/platform/frameworks/base/+/3eaaa9687e90c65f51762deb343f18bef95d4e8e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In startNextMatchingActivity of ActivityTaskManagerService.java, there is a possible way to bypass the restrictions on starting activities from the background due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.047,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0038,2024,02,2024-02-01,5,2024,02,2/1/24,,A-309426390,"https://android.googlesource.com/platform/frameworks/base/+/3e88d987235f5a2acd50a9b6bad78dbbf39cb079"" rel=""noreferrer",EoP,High,14,,,"In injectInputEventToInputFilter of AccessibilityManagerService.java, there is a possible arbitrary input event injection due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.157,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0041,2024,02,2024-02-01,6,2024,02,2/1/24,,A-300741186,"https://android.googlesource.com/platform/frameworks/base/+/d6f7188773409c8f5ad5fc7d3eea5b1751439e26"" rel=""noreferrer",EoP,High,14,,,"In removePersistentDot of SystemStatusAnimationSchedulerImpl.kt, there is a possible race condition due to a logic error in the code. This could lead to local escalation of privilege that fails to remove the persistent dot with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.253,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2023-40122,2024,02,2024-02-01,7,2024,02,2/1/24,,A-286235483,"https://android.googlesource.com/platform/frameworks/base/+/55fc00a0788ea0995fe0851616b9ac21710a2931"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In applyCustomDescription of SaveUi.java, there is a possible way to view other user's images due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.513,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0037,2024,02,2024-02-01,8,2024,02,2/1/24,,A-292104015,"https://android.googlesource.com/platform/frameworks/base/+/55fc00a0788ea0995fe0851616b9ac21710a2931"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In applyCustomDescription of SaveUi.java, there is a possible way to view images belonging to a different user due to a missing permission check. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.097,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0040,2024,02,2024-02-01,9,2024,02,2/1/24,,A-300007708,"https://android.googlesource.com/platform/frameworks/av/+/2ca6c27dc0336fd98f47cfb96dc514efa98e8864"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In setParameter of MtpPacket.cpp, there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:51.203,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0014,2024,02,2024-02-01,11,2024,02,2/1/24,,A-304082474,,EoP,High,"11, 12, 12L, 13, 14",,,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.580,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0033,2024,02,2024-02-01,12,2024,02,2/1/24,,A-294609150,"https://android.googlesource.com/platform/frameworks/native/+/aa98edf0ce9dde4886979658a459900ca987f193"" rel=""noreferrer,https://android.googlesource.com/platform/system/core/+/46d46dc46446f14f26fbe8fb102dd36c1dfc1229"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of ashmem-dev.cpp, there is a possible missing seal due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.877,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2024-0035,2024,02,2024-02-01,13,2024,02,2/1/24,,A-300903792,"https://android.googlesource.com/platform/frameworks/base/+/7b7fff1eb5014d12200a32ff9047da396c7ab6a4"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In onNullBinding of TileLifecycleManager.java, there is a possible way to launch an activity from the background due to a missing null check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.980,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
CVE-2023-40093,2024,02,2024-02-01,14,2024,02,2/1/24,,A-279055389,"https://android.googlesource.com/platform/external/pdfium/+/03925281cf25fec70318bf2225356d022b12b566"" rel=""noreferrer,https://android.googlesource.com/platform/cts/+/a952c93009cc81c41a086d73a4030a83b7683a04"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In multiple files, there is a possible way that trimmed content could be included in PDF output due to a logic error in the code. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:49.963,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0030,2024,02,2024-02-01,15,2024,02,2/1/24,,A-276898739,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/57b823f4f758e2ef530909da07552b5aa80c6a7d"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.710,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
CVE-2024-0015,2024,01,2024-01-01,115,2024,01,1/1/24,,A-300090204,"https://android.googlesource.com/platform/frameworks/base/+/2ce1b7fd37273ea19fbbb6daeeaa6212357b9a70"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.153,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
CVE-2024-0018,2024,01,2024-01-01,116,2024,01,1/1/24,,A-300476626,"https://android.googlesource.com/platform/frameworks/av/+/bf6406041919f67219fd1829438dda28845d4c23"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.560,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0018,2024,01,2024-01-01,124,2024,01,1/1/24,,,,,,,Media Codecs,,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.560,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0023,2024,01,2024-01-01,117,2024,01,1/1/24,,A-283099444,"https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.767,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0019,2024,01,2024-01-01,118,2024,01,1/1/24,,A-294104969,"https://android.googlesource.com/platform/frameworks/base/+/707fc94ec3df4cf6b985e6d06c2588690d1a025a"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.610,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0021,2024,01,2024-01-01,119,2024,01,1/1/24,,A-282934003,"https://android.googlesource.com/platform/packages/apps/Settings/+/53ea491d276f9a7c586c7983c08105a9bb7051f1"" rel=""noreferrer",EoP,High,"13, 14",,,"In onCreate of NotificationAccessConfirmationActivity.java, there is a possible way for an app in the work profile to enable notification listener services due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.717,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2023-40085,2024,01,2024-01-01,120,2024,01,1/1/24,,A-269271098,"https://android.googlesource.com/platform/packages/modules/NeuralNetworks/+/ed6ee1f7eca7b33160e36ac6d730a9ef395ca4f1"" rel=""noreferrer",ID,High,"12, 12L, 13",,,"In convertSubgraphFromHAL of ShimConverter.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.093,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
CVE-2024-0016,2024,01,2024-01-01,121,2024,01,1/1/24,,A-279169188,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.460,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0017,2024,01,2024-01-01,122,2024,01,1/1/24,,A-285142084,"https://android.googlesource.com/platform/packages/apps/Camera2/+/5c4c4b35754eef319dcd69c422f0b1ac0c823f6e"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.513,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0020,2024,01,2024-01-01,123,2024,01,1/1/24,,A-299614635,"https://android.googlesource.com/platform/packages/apps/Settings/+/87f791f2351e366f842a0fd6fcb744069160d9a1"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In onActivityResult of NotificationSoundPreference.java, there is a possible way to hear audio files belonging to a different user due to a confused deputy. This could lead to local information disclosure across users of a device with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.667,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
CVE-2024-0039,2024,03,2024-03-01,55,2024,03,3/1/24,,A-295887535,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/17044ccf3a2858633cad8f87926e752edfe0d8d8"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/f0f35273101518d1f3a660b151804e90d0249af3"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/015c618a0461def93138173a53daaf27ca0630c9"" rel=""noreferrer",RCE,Critical,"12, 12L, 13, 14",,,"In attp_build_value_cmd of att_protocol.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.350,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-23717,2024,03,2024-03-01,56,2024,03,3/1/24,,A-318374503,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/c5c528beb6e1cfed3ec93a3a264084df32ce83c2"" rel=""noreferrer",EoP,Critical,"12, 12L, 13, 14",,,"In access_secure_service_from_temp_bond of btm_sec.cc, there is a possible way to achieve keystroke injection due to improper input validation. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:46.253,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
CVE-2024-0044,2024,03,2024-03-01,47,2024,03,3/1/24,,A-307532206,"https://android.googlesource.com/platform/frameworks/base/+/65bd134b0a82c51a143b89821d5cdd00ddc31792"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In createSessionInternal of PackageInstallerService.java, there is a possible run-as any app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2024-03-11T17:15:45.450,2024-03-12T20:15:07.633,,,,,,,,,,,,,2024-03-01
CVE-2024-0046,2024,03,2024-03-01,48,2024,03,3/1/24,,A-299441833,"https://android.googlesource.com/platform/frameworks/base/+/d68cab5ac1aa294ec4d0419bc0803a5577e4e43c"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In installExistingPackageAsUser of InstallPackageHelper.java, there is a possible carrier restriction bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.563,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
