CVE,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-21651,24-Jan,,CWE-704,Memory Corruption in Core due to incorrect type conversion or cast in secure_io_read/write function in TEE.,,2023-08-08T10:15:13.727,2024-04-12T17:16:47.207,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Incorrect Type Conversion or Cast
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33025,24-Jan,,CWE-120,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-33036,24-Jan,,CWE-476,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference
CVE-2023-4863,24-Jan,,CWE-787,Heap buffer overflow in libwebp in Google Chrome prior to 116.0.5845.187 and libwebp 1.3.2 allowed a remote attacker to perform an out of bounds memory write via a crafted HTML page. (Chromium security severity: Critical),"116.0.5845.187, 1.3.2",2023-09-12T15:15:24.327,2024-01-07T11:15:13.650,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write
CVE-2023-21245,24-Jan,,NVD-CWE-noinfo,"In showNextSecurityScreenOrFinish of KeyguardSecurityContainerController.java, there is a possible way to access the lock screen during device setup due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2023-07-13T00:15:23.683,2023-07-25T16:12:10.183,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,
CVE-2023-21266,24-Jan,,NVD-CWE-noinfo,"In killBackgroundProcesses of ActivityManagerService.java, there is a possible way to escape Google Play protection due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-10-06T19:15:12.830,2023-10-11T18:25:58.667,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,
