CVE,vul_true,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
LVE-SMP-200015,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200016,"Android devices with OS 9, 10",20-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200017,"Android devices with OS 9, 10",20-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200018,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200007,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200008,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200009,"9, 10 Android devices with MTK chipset",20-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200010,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200006,"Android devices with OS  7.2, 8.0, 8.1, 9, 10",20-May,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-170011,"Android devices with OS  7.2, 8.0, 8.1, 9, 10",20-May,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200005,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200004,"Android devices with OS  8.0, 8.1, 9, 10",20-Mar,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0022(O8.0,,23-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-176662019-10558,,23-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0022(Q10,,23-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200001,"8.0, 8.1, 9.0, 10.0 Android devices with MTK chipset",20-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0002(O8.0,,23-Jan,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0001(O8.0,,23-Jan,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0001(Q10,,23-Jan,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2020-0002(Q10,,23-Jan,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-0967(9,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-0967(10,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
11,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
12,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210008,All Mediatek's chipsets.,21-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210010,All up to 10,21-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-27666,,23-Nov,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210009,Some models of R OS,21-Nov,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-27666,,23-Oct,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210009,Some models of R OS,21-Oct,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-057,,23-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-057,,23-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-1978,,23-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210006,Android devices with Q OS sm6150,21-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210005,Android devices with P/Q OS mt6762/mt6765/mt6883,21-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-27666,,23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-20,,23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210002,Android devices with OS 11,21-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210003,Android devices since OS 4.4,21-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-210001,Android devices with OS 11,21-Mar,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200026,"Android devices with OS 8.0, 8.1, 9.0, 10",21-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200029,"Android devices with OS 8.0, 8.1, 9.0, 10",21-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200030,LG Wing with OS 10,21-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200031,"Android devices with OS 8.0, 8.1, 9.0, 10",21-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-200028,Android devices with OS 10,21-Jan,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39617,,23-Dec,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,None,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,nan,nan,nan,nan,nan,nan,nan,nan,,nan
CVE-2021-39795,,23-Dec,,,"Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Notes: Pulled from Android ASB#2022-04 publication (https://source.android.com/security/bulletin/2022-04-01) due to a functional regression. We will re-release this CVE at a future date, in a future publication that is currently TB",None,2022-04-12T17:15:08.123,2023-11-07T03:37:43.327,nan,nan,nan,nan,nan,nan,nan,nan,,nan
CVE-2022-20444,,23-Dec,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,None,2022-12-13T16:15:15.357,2023-11-07T03:42:26.580,nan,nan,nan,nan,nan,nan,nan,nan,,nan
CVE-2021-39673,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2022-20466(13,,23-Dec,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2022-25704,,23-Oct,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39673,,23-Oct,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220010,"Android 9, 10, 11, 12",22-Oct,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220009,"Android 11, 12",22-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220011,Android 12,22-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220008,Android 11 (mt6883 only),22-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220004,Android 11 on MTK Chipset.,22-May,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39795,,23-Apr,,,"Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Notes: Pulled from Android ASB#2022-04 publication (https://source.android.com/security/bulletin/2022-04-01) due to a functional regression. We will re-release this CVE at a future date, in a future publication that is currently TB",None,2022-04-12T17:15:08.123,2023-11-07T03:37:43.327,nan,nan,nan,nan,nan,nan,nan,nan,,nan
LVE-SMP-220002,All up to 12.,22-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220003,All up to 12.,22-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39699,,23-Mar,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39705,,23-Mar,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,None,2022-03-16T15:15:10.967,2023-11-07T03:37:42.663,nan,nan,nan,nan,nan,nan,nan,nan,,nan
LVE-SMP-210011(CVE-2022-23728),All up to 11.,22-Mar,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-SMP-220001,Android 11 on Korean model with FBE applied.,22-Feb,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0110,Android 12,23-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0112,Android 13,23-Sep,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2023-21270,,23-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0057,Up to 13,23-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0069,"Android 12, 13",23-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0077,"Android 12, 13",23-Aug,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2023-21261,,23-Jul,,,Rejected reason: This CVE ID has been rejected or withdrawn by its CVE Numbering Authority.,None,2023-07-13T00:15:24.203,2023-11-07T04:06:34.760,nan,nan,nan,nan,nan,nan,nan,nan,,nan
LVE-2023-0058,"Android 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0065,"Android 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0070,"Android 8, 9, 10, 11, 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0075,"Android 8, 9, 10, 11, 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0078,"Android 10, 11, 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0081,Android up to 13,23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0082,"Android 10, 11, 12, 13",23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0083,Android 13,23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0086,Android 13,23-Jul,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0056,"Android 9, 10, 11, 12, 13",23-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0059,"Android 12, 13",23-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0066,"Android 12, 13",23-Jun,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2021-39617,,23-May,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,None,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,nan,nan,nan,nan,nan,nan,nan,nan,,nan
CVE-2022-20444,,23-May,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,None,2022-12-13T16:15:15.357,2023-11-07T03:42:26.580,nan,nan,nan,nan,nan,nan,nan,nan,,nan
CVE-2022-20463,,23-Apr,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,None,2022-11-08T22:15:11.830,2023-11-07T03:42:26.920,nan,nan,nan,nan,nan,nan,nan,nan,,nan
LVE-2023-0042,Android up to 13,23-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0043,Android up to 13,23-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0044,Android up to 13,23-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0045,Android up to 13,23-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
LVE-2023-0046,Android up to 13,23-Apr,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2016-2035,,16-Jul,LVE-SMP-160005,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: The CNA or individual who requested this candidate did not associate it with any vulnerability during 2016. Notes: none,None,2017-05-11T14:29:58.000,2023-11-07T02:30:53.400,nan,nan,nan,nan,nan,nan,nan,nan,,nan
LVE-SMP-200014,,,,None,CVE ID Not Found,None,None,None,None,None,None,None,None,None,None,None,None,None
CVE-2016-3862,,16-Dec,,CWE-119,"media/ExifInterface.java in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-09-01 does not properly interact with the use of static variables in libjhead_jni, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 29270469.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1",2016-09-11T21:59:04.210,2017-08-13T01:29:07.413,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2016-6727,,16-Dec,,CWE-264,The Qualcomm GPS subsystem in Android on Android One devices allows remote attackers to execute arbitrary code.,None,2017-04-17T16:59:00.243,2017-04-24T15:06:24.683,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2016-6725,,16-Dec,,CWE-284,A remote code execution vulnerability in the Qualcomm crypto driver in Android before 2016-11-05 could enable a remote attacker to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of remote code execution in the context of the kernel. Android ID: A-30515053. References: Qualcomm QC-CR#1050970.,None,2016-11-25T16:59:29.003,2016-11-28T20:34:45.653,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2016-6726,,16-Dec,,NVD-CWE-noinfo,Unspecified vulnerability in Qualcomm components in Android on Nexus 6 and Android One devices.,None,2017-04-17T16:59:00.213,2017-04-20T17:23:05.233,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2016-6728,,16-Dec,,CWE-264,"An elevation of privilege vulnerability in the kernel ION subsystem in Android before 2016-11-05 could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30400942.",None,2016-11-25T16:59:30.083,2016-11-28T20:34:46.717,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2016-6729,,16-Dec,,CWE-264,"An elevation of privilege vulnerability in the Qualcomm bootloader in Android before 2016-11-05 could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30977990. References: Qualcomm QC-CR#977684.",None,2016-11-25T16:59:30.987,2016-11-28T20:34:47.747,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2016-6828,,16-Dec,,CWE-416,"The tcp_check_send_head function in include/net/tcp.h in the Linux kernel before 4.7.5 does not properly maintain certain SACK state after a failed data copy, which allows local users to cause a denial of service (tcp_xmit_retransmit_queue use-after-free and system crash) via a crafted SACK option.",4.7.5,2016-10-16T21:59:08.053,2023-02-12T23:25:10.540,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2016-2184,,16-Dec,,NVD-CWE-Other,"The create_fixed_stream_quirk function in sound/usb/quirks.c in the snd-usb-audio driver in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference or double free, and system crash) via a crafted endpoints value in a USB device descriptor.",4.5.1,2016-04-27T17:59:09.867,2023-09-12T14:55:31.563,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM
CVE-2016-7910,,16-Dec,,CWE-416,Use-after-free vulnerability in the disk_seqf_stop function in block/genhd.c in the Linux kernel before 4.7.1 allows local users to gain privileges by leveraging the execution of a certain stop operation even if the corresponding start operation had failed.,4.7.1,2016-11-16T05:59:05.110,2023-01-19T16:08:01.637,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2016-7911,,16-Dec,,CWE-362,Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2016-7911,,16-Dec,,CWE-416,Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
