ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
56,CVE-2016-6773,"An information disclosure vulnerability in the ih264d decoder in Mediaserver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it could be used to access sensitive data without permission. Product: Android. Versions: 6.0, 6.0.1, 7.0. Android ID: A-30481714.",,16-Dec,NULL,2017-01-12T15:59:00.730,2017-01-19T16:08:03.623,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
57,CVE-2016-6774,An information disclosure vulnerability in Package Manager could enable a local malicious application to bypass operating system protections that isolate application data from other applications. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: 7.0. Android ID: A-31251489.,,16-Dec,NULL,2017-01-12T15:59:00.777,2017-01-18T02:59:09.610,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,HIGH,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
58,CVE-2016-6748,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30076504. References: Qualcomm QC-CR#987018.",,16-Dec,NULL,2016-11-25T16:59:52.087,2016-11-28T20:35:09.420,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
59,CVE-2016-6749,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30228438. References: Qualcomm QC-CR#1052818.",,16-Dec,NULL,2016-11-25T16:59:53.243,2016-11-28T20:35:10.390,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
60,CVE-2016-6750,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30312054. References: Qualcomm QC-CR#1052825.",,16-Dec,NULL,2016-11-25T16:59:54.353,2016-11-28T20:35:11.373,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
61,CVE-2016-3906,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30445973. References: Qualcomm QC-CR#1054344.",,16-Dec,NULL,2016-11-25T16:59:01.933,2016-11-28T20:13:41.667,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
62,CVE-2016-3907,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30593266. References: Qualcomm QC-CR#1054352.",,16-Dec,NULL,2016-11-25T16:59:03.357,2016-11-28T20:13:42.680,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
63,CVE-2016-6698,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30741851. References: Qualcomm QC-CR#1058826.",,16-Dec,NULL,2016-11-25T16:59:04.700,2016-12-06T15:03:34.710,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
64,CVE-2016-6751,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30902162. References: Qualcomm QC-CR#1062271.",,16-Dec,NULL,2016-11-25T16:59:55.480,2016-11-28T20:35:12.530,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
65,CVE-2016-6752,"An information disclosure vulnerability in Qualcomm components including the GPU driver, power driver, SMSM Point-to-Point driver, and sound driver in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-31498159. References: Qualcomm QC-CR#987051.",,16-Dec,NULL,2016-11-25T16:59:56.463,2016-11-28T20:35:13.563,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
66,CVE-2016-6753,"An information disclosure vulnerability in kernel components, including the process-grouping subsystem and the networking subsystem, in Android before 2016-11-05 could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Android ID: A-30149174.",,16-Dec,NULL,2016-11-25T16:59:57.637,2016-11-28T20:35:14.610,MEDIUM,HIGH,NONE,NONE,NONE,LOCAL,LOW,REQUIRED,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. 
67,CVE-2016-7917,"The nfnetlink_rcv_batch function in net/netfilter/nfnetlink.c in the Linux kernel before 4.5 does not check whether a batch message's length field is large enough, which allows local users to obtain sensitive information from kernel memory or cause a denial of service (infinite loop or out-of-bounds read) by leveraging the CAP_NET_ADMIN capability.",,16-Dec,NULL,2016-11-16T05:59:11.970,2016-12-02T23:13:07.220,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,REQUIRED,"CWE-125,CWE-200","The product reads data past the end, or before the beginning, of the intended buffer. ,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. "
68,CVE-2016-7917,"The nfnetlink_rcv_batch function in net/netfilter/nfnetlink.c in the Linux kernel before 4.5 does not check whether a batch message's length field is large enough, which allows local users to obtain sensitive information from kernel memory or cause a denial of service (infinite loop or out-of-bounds read) by leveraging the CAP_NET_ADMIN capability.",,16-Dec,NULL,2016-11-16T05:59:11.970,2016-12-02T23:13:07.220,MEDIUM,HIGH,NONE,NONE,LOW,LOCAL,LOW,REQUIRED,"CWE-125,CWE-200","The product reads data past the end, or before the beginning, of the intended buffer. ,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information. "
69,LVE-SMP-160010,"When the LG cloudhub opens public facing HTTP server, this server allows an attacker on the same network to query and steal confidential files from a user's Dropbox account. The fix is designed to encryption and signing the parameters of HTTP server in Cloudhub.","L(5.0/5.1), M(6.0)",16-Dec,NULL,Jul-07-2016,,High,,,,,,,,,
70,CVE-2016-6699,A remote code execution vulnerability in libstagefright in Mediaserver in Android 7.0 before 2016-11-01 could enable an attacker using a specially crafted file to cause memory corruption during media file and data processing. This issue is rated as Critical due to the possibility of remote code execution within the context of the Mediaserver process. Android ID: A-31373622.,,16-Nov,NULL,2016-12-13T19:59:00.200,2016-12-15T03:00:10.953,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
71,CVE-2016-2108,"The ASN.1 implementation in OpenSSL before 1.0.1o and 1.0.2 before 1.0.2c allows remote attackers to execute arbitrary code or cause a denial of service (buffer underflow and memory corruption) via an ANY field in crafted serialized data, aka the ""negative zero"" issue.",,16-Nov,NULL,2016-05-05T01:59:04.230,2023-11-07T02:30:56.157,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
72,CVE-2016-3862,"media/ExifInterface.java in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-09-01 does not properly interact with the use of static variables in libjhead_jni, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 29270469.",,16-Nov,NULL,2016-09-11T21:59:04.210,2017-08-13T01:29:07.413,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-119,"The product performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer. "
73,CVE-2016-6700,"An elevation of privilege vulnerability in libzipfile in Android 4.x before 4.4.4, 5.0.x before 5.0.2, and 5.1.x before 5.1.1 could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30916186.",,16-Nov,NULL,2016-11-25T16:59:05.967,2016-12-06T15:07:34.043,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
74,CVE-2016-3926,"Unspecified vulnerability in a Qualcomm component in Android before 2016-10-05 on Nexus 5, 5X, 6, and 6P devices has unknown impact and attack vectors, aka internal bug 28823953.",,16-Nov,NULL,2016-10-10T10:59:30.090,2016-11-28T20:14:02.307,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
75,CVE-2016-0758,Integer overflow in lib/asn1_decoder.c in the Linux kernel before 4.6 allows local users to gain privileges via crafted ASN.1 data.,,16-Nov,NULL,2016-06-27T10:59:02.313,2023-02-12T23:16:07.730,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,LOW,NONE,NVD-CWE-Other,NVD-CWE-Other
76,CVE-2016-3927,"Unspecified vulnerability in a Qualcomm component in Android before 2016-10-05 on Nexus 5X and 6P devices has unknown impact and attack vectors, aka internal bug 28823244.",,16-Nov,NULL,2016-10-10T10:59:31.120,2016-11-28T20:14:03.523,CRITICAL,HIGH,HIGH,HIGH,NONE,NETWORK,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
