CVE,SPL,SMR,Year,Month,Date_lg,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity_asb,vul_true,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2021-39617,23-May,,2023,05,2023-05-01,2156,2023,05,5/1/23,,A-175190844,"https://android.googlesource.com/platform/frameworks/native/+/edb375df82f6b48688d85c11dbca91adef088bc8"" rel=""noreferrer",EoP,High,"11, 12, 12L",,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,,,,,,,,,,,,,2023-05-01
CVE-2021-39617,23-May,,2023,05,2023-05-01,2170,2023,05,5/1/23,,,,,,,Permission Controller,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,,,,,,,,,,,,,2023-05-01
CVE-2022-20444,23-May,,2023,05,2023-05-01,2166,2023,05,5/1/23,,A-197296414,"https://android.googlesource.com/platform/frameworks/native/+/062a867e94dbf811ccca02e7a6a0f0e36465694a"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/native/+/9cf4a4d4e57d059a4e4119f0a8f2a8be237f28c2"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/3b8aa02ba51f26161519f6465515f619e663bbbf"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/d100067fd62adb4648e966b3306b9a2f3b1fd38e"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/native/+/a066d908f6fe28e63ae49327b57fcd31d63fba2d"" rel=""noreferrer",EoP,High,"11, 12",,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:15.357,2023-11-07T03:42:26.580,,,,,,,,,,,,,2023-05-01
CVE-2022-20463,23-Apr,,2023,04,2023-04-01,2547,2023,04,4/1/23,,A-231985227,"https://android.googlesource.com/platform/packages/modules/Wifi/+/a95c282826b76e9ffb69fc2b391fd40c66fffe66"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-11-08T22:15:11.830,2023-11-07T03:42:26.920,,,,,,,,,,,,,2023-04-01
CVE-2022-20463,23-Apr,,2023,04,2023-04-01,2562,2023,04,4/1/23,,,,,,,WiFi,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-11-08T22:15:11.830,2023-11-07T03:42:26.920,,,,,,,,,,,,,2023-04-01
CVE-2022-20463,23-Apr,,2023,04,2023-04-01,3731,2022,11,11/1/22,,,,,,,WiFi,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-11-08T22:15:11.830,2023-11-07T03:42:26.920,,,,,,,,,,,,,2022-11-01
CVE-2016-3862,16-Dec,,2016,12,2016-12-01,1497,2016,09,9/1/16,10-Jun-16,A-29270469,https://android.googlesource.com/platform/frameworks/base/+/e739d9ca5469ed30129d0fa228e3d0f2878671ac,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",,All Nexus,"media/ExifInterface.java in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-09-01 does not properly interact with the use of static variables in libjhead_jni, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 29270469.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1",2016-09-11T21:59:04.210,2017-08-13T01:29:07.413,CWE-119,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2016-09-01
CVE-2016-3862,16-Nov,,2016,11,2016-11-01,1497,2016,09,9/1/16,10-Jun-16,A-29270469,https://android.googlesource.com/platform/frameworks/base/+/e739d9ca5469ed30129d0fa228e3d0f2878671ac,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",,All Nexus,"media/ExifInterface.java in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-09-01 does not properly interact with the use of static variables in libjhead_jni, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 29270469.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1",2016-09-11T21:59:04.210,2017-08-13T01:29:07.413,CWE-119,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2016-09-01
CVE-2016-3862,16-Sep,,2016,09,2016-09-01,1497,2016,09,9/1/16,10-Jun-16,A-29270469,https://android.googlesource.com/platform/frameworks/base/+/e739d9ca5469ed30129d0fa228e3d0f2878671ac,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",,All Nexus,"media/ExifInterface.java in mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-09-01 does not properly interact with the use of static variables in libjhead_jni, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted media file, aka internal bug 29270469.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1",2016-09-11T21:59:04.210,2017-08-13T01:29:07.413,CWE-119,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2016-09-01
CVE-2016-6727,16-Dec,,2016,12,2016-12-01,1599,2016,11,11/5/16,Qualcomm internal,A-31092400**,,,Critical,,,Android One,The Qualcomm GPS subsystem in Android on Android One devices allows remote attackers to execute arbitrary code.,,2017-04-17T16:59:00.243,2017-04-24T15:06:24.683,CWE-264,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2016-6725,16-Dec,,2016,12,2016-12-01,1580,2016,11,11/5/16,25-Jul-16,"A-30515053,,QC-CR#1050970",https://source.codeaurora.org/quic/la//kernel/msm-3.10/commit/?id=cc95d644ee8a043f2883d65dda20e16f95041de3,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Android One, Pixel, Pixel XL",A remote code execution vulnerability in the Qualcomm crypto driver in Android before 2016-11-05 could enable a remote attacker to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of remote code execution in the context of the kernel. Android ID: A-30515053. References: Qualcomm QC-CR#1050970.,,2016-11-25T16:59:29.003,2016-11-28T20:34:45.653,CWE-284,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Access Control,2016-11-01
CVE-2016-6726,16-Dec,,2016,12,2016-12-01,1600,2016,11,11/5/16,Qualcomm internal,A-30775830**,,,High,,,"Nexus 6, Android One",Unspecified vulnerability in Qualcomm components in Android on Nexus 6 and Android One devices.,,2017-04-17T16:59:00.213,2017-04-20T17:23:05.233,NVD-CWE-noinfo,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2016-11-01
CVE-2016-6728,16-Dec,,2016,12,2016-12-01,1587,2016,11,11/5/16,25-Jul-16,A-30400942*,,,Critical,,,"Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C,Android One","An elevation of privilege vulnerability in the kernel ION subsystem in Android before 2016-11-05 could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30400942.",,2016-11-25T16:59:30.083,2016-11-28T20:34:46.717,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2016-6729,16-Dec,,2016,12,2016-12-01,1588,2016,11,11/5/16,25-Jul-16,"A-30977990*,QC-CR#977684",,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Android One, Pixel, Pixel XL","An elevation of privilege vulnerability in the Qualcomm bootloader in Android before 2016-11-05 could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30977990. References: Qualcomm QC-CR#977684.",,2016-11-25T16:59:30.987,2016-11-28T20:34:47.747,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2016-6828,16-Dec,,2016,12,2016-12-01,1596,2016,11,11/5/16,18-Aug-16,"A-31183296,",https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/include/net/tcp.h?id=bb1fceca22492109be12640d49f5ea5a544c6bb4,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL","The tcp_check_send_head function in include/net/tcp.h in the Linux kernel before 4.7.5 does not properly maintain certain SACK state after a failed data copy, which allows local users to cause a denial of service (tcp_xmit_retransmit_queue use-after-free and system crash) via a crafted SACK option.",4.7.5,2016-10-16T21:59:08.053,2023-02-12T23:25:10.540,CWE-416,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Use After Free,2016-11-01
CVE-2016-2184,16-Dec,,2016,12,2016-12-01,1597,2016,11,11/5/16,31-Mar-16,"A-30952477,",https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=836b34a935abc91e13e63053d0a83b24dfb5ea78,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL","The create_fixed_stream_quirk function in sound/usb/quirks.c in the snd-usb-audio driver in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference or double free, and system crash) via a crafted endpoints value in a USB device descriptor.",4.5.1,2016-04-27T17:59:09.867,2023-09-12T14:55:31.563,NVD-CWE-Other,cvssMetricV30,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH,4.6,MEDIUM,,2016-11-01
CVE-2016-7910,16-Dec,,2016,12,2016-12-01,1583,2016,11,11/5/16,29-Jul-16,"A-30942273,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=77da160530dd1dc94f6ae15a981f24e5f0021e84,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL",Use-after-free vulnerability in the disk_seqf_stop function in block/genhd.c in the Linux kernel before 4.7.1 allows local users to gain privileges by leveraging the execution of a certain stop operation even if the corresponding start operation had failed.,4.7.1,2016-11-16T05:59:05.110,2023-01-19T16:08:01.637,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2016-7911,16-Dec,,2016,12,2016-12-01,1582,2016,11,11/5/16,1-Jul-16,"A-30946378,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=8ba8682107ee2ca3347354e018865d8e1967c5f4,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL",Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,CWE-362,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2016-11-01
CVE-2016-7911,16-Dec,,2016,12,2016-12-01,1582,2016,11,11/5/16,1-Jul-16,"A-30946378,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=8ba8682107ee2ca3347354e018865d8e1967c5f4,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL",Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2016-7911,16-Dec,,2016,12,2016-12-01,1582,2016,11,11/5/16,1-Jul-16,"A-30946378,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=8ba8682107ee2ca3347354e018865d8e1967c5f4,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL",Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,CWE-362,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2016-11-01
CVE-2016-7911,16-Dec,,2016,12,2016-12-01,1582,2016,11,11/5/16,1-Jul-16,"A-30946378,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=8ba8682107ee2ca3347354e018865d8e1967c5f4,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Android One, Pixel C, Nexus Player,Pixel, Pixel XL",Race condition in the get_task_ioprio function in block/ioprio.c in the Linux kernel before 4.6.6 allows local users to gain privileges or cause a denial of service (use-after-free) via a crafted ioprio_get system call.,4.6.6,2016-11-16T05:59:06.123,2023-01-19T16:05:34.957,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2015-8961,16-Dec,,2016,12,2016-12-01,1581,2016,11,11/5/16,18-Oct-15,"A-30952474,",https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=6934da9238da947628be83635e365df41064b09b,,Critical,,,"Pixel, Pixel XL",The __ext4_journal_stop function in fs/ext4/ext4_jbd2.c in the Linux kernel before 4.3.3 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging improper access to a certain error field.,4.3.3,2016-11-16T05:59:00.140,2023-01-19T16:05:41.817,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2015-8962,16-Dec,,2016,12,2016-12-01,1584,2016,11,11/5/16,30-Oct-15,"A-30951599,",https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f3951a3709ff50990bf3e188c27d346792103432,,Critical,,,"Pixel, Pixel XL",Double free vulnerability in the sg_common_write function in drivers/scsi/sg.c in the Linux kernel before 4.4 allows local users to gain privileges or cause a denial of service (memory corruption and system crash) by detaching a device during an SG_IO ioctl call.,4.4,2016-11-16T05:59:01.797,2023-01-19T16:07:59.687,CWE-415,cvssMetricV31,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,7.3,HIGH,Double Free,2016-11-01
CVE-2016-7912,16-Dec,,2016,12,2016-12-01,1586,2016,11,11/5/16,14-Apr-16,"A-30950866,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=38740a5b87d53ceb89eb2c970150f6e94e00373a,,Critical,,,"Pixel C, Pixel, Pixel XL",Use-after-free vulnerability in the ffs_user_copy_worker function in drivers/usb/gadget/function/f_fs.c in the Linux kernel before 4.5.3 allows local users to gain privileges by accessing an I/O data structure after a certain callback call.,4.5.3,2016-11-16T05:59:07.140,2023-01-19T16:07:54.107,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2016-7913,16-Dec,,2016,12,2016-12-01,1585,2016,11,11/5/16,28-Jan-16,"A-30946097,",https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=8dfbcc4351a0b6d2f2d77f367552f48ffefafe18,,Critical,,,"Nexus 6P, Android One, Nexus Player, Pixel, Pixel XL",The xc2028_set_config function in drivers/media/tuners/tuner-xc2028.c in the Linux kernel before 4.6 allows local users to gain privileges or cause a denial of service (use-after-free) via vectors involving omission of the firmware name from a certain data structure.,4.6,2016-11-16T05:59:08.030,2022-12-09T18:12:39.963,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2016-11-01
CVE-2016-6737,16-Dec,,2016,12,2016-12-01,1598,2016,11,11/5/16,Google internal,A-30928456*,,,Critical,,,"Nexus 5X, Nexus 6, Nexus 6P, Android One, Pixel C, Nexus Player, Pixel,Pixel XL","An elevation of privilege vulnerability in the kernel ION subsystem in Android before 2016-11-05 could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Android ID: A-30928456.",,2016-11-25T16:59:40.037,2016-11-28T20:34:56.217,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2013-7446,16-Dec,,2016,12,2016-12-01,1523,2016,09,9/5/16,18-Nov-15,A-29119002<p>,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/net/unix/af_unix.c?id=7d267278a9ece963d77eefec61630223fce08c6c,,Critical,,,"Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C,Android One",Use-after-free vulnerability in net/unix/af_unix.c in the Linux kernel before 4.3.3 allows local users to bypass intended AF_UNIX socket permissions or cause a denial of service (panic) via crafted epoll_ctl calls.,4.3.3,2015-12-28T11:59:00.153,2023-11-07T02:18:03.870,NVD-CWE-Other,cvssMetricV30,LOCAL,HIGH,LOW,NONE,NONE,LOW,HIGH,5.3,MEDIUM,,2016-09-01
CVE-2013-7446,16-Oct,,2016,10,2016-10-01,1523,2016,09,9/5/16,18-Nov-15,A-29119002<p>,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/net/unix/af_unix.c?id=7d267278a9ece963d77eefec61630223fce08c6c,,Critical,,,"Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, Pixel C,Android One",Use-after-free vulnerability in net/unix/af_unix.c in the Linux kernel before 4.3.3 allows local users to bypass intended AF_UNIX socket permissions or cause a denial of service (panic) via crafted epoll_ctl calls.,4.3.3,2015-12-28T11:59:00.153,2023-11-07T02:18:03.870,NVD-CWE-Other,cvssMetricV30,LOCAL,HIGH,LOW,NONE,NONE,LOW,HIGH,5.3,MEDIUM,,2016-09-01
CVE-2016-5419,16-Dec,,2016,12,2016-12-01,1635,2016,12,12/1/16,3-Aug-16,A-31271247,,,High,7,,All,"curl and libcurl before 7.50.1 do not prevent TLS session resumption when the client certificate has changed, which allows remote attackers to bypass intended restrictions by resuming a session.",7.50.1,2016-08-10T14:59:03.533,2023-11-07T02:33:39.693,CWE-310,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Cryptographic Issues,2016-12-01
CVE-2016-5420,16-Dec,,2016,12,2016-12-01,1636,2016,12,12/1/16,3-Aug-16,A-31271247,,,High,7,,All,"curl and libcurl before 7.50.1 do not check the client certificate when choosing the TLS connection to reuse, which might allow remote attackers to hijack the authentication of the connection by leveraging a previously created connection with a different client certificate.",7.50.1,2016-08-10T14:59:05.080,2023-11-07T02:33:39.770,CWE-285,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE,7.5,HIGH,Improper Authorization,2016-12-01
CVE-2016-5421,16-Dec,,2016,12,2016-12-01,1637,2016,12,12/1/16,3-Aug-16,A-31271247,,,High,7,,All,Use-after-free vulnerability in libcurl before 7.50.1 allows attackers to control which connection is used or possibly have unspecified other impact via unknown vectors.,7.50.1,2016-08-10T14:59:06.330,2023-11-07T02:33:39.850,CWE-416,cvssMetricV31,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH,Use After Free,2016-12-01
CVE-2016-6762,16-Dec,,2016,12,2016-12-01,1638,2016,12,12/1/16,28-Aug-16,A-31251826,"https://android.googlesource.com/platform/system/core/+/1ee4892e66ba314131b7ecf17e98bb1762c4b84c,https://android.googlesource.com/platform/bionic/+/3656958a16590d07d1e25587734e000beb437740",,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",,All,"An elevation of privilege vulnerability in the libziparchive library could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0. Android ID: A-31251826.","5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",2017-01-12T15:59:00.387,2017-01-19T16:13:39.937,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-12-01
CVE-2016-6704,16-Dec,,2016,12,2016-12-01,1557,2016,11,11/1/16,19-Jul-16,A-30229821,"https://android.googlesource.com/platform/frameworks/av/+/c6c446f9e022adf20064e65a17574804f8af8e7d,https://android.googlesource.com/platform/hardware/qcom/audio/+/9cb9810ecb63c8ff55ecf4bc77431dc5b0688b5f,https://android.googlesource.com/platform/system/media/+/a6274f03b4dfe1c3a22af51e3a17ea56a314e747",,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",,All,"An elevation of privilege vulnerability in Mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, 6.x before 2016-11-01, and 7.0 before 2016-11-01 could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Android ID: A-30229821.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1, 7.0",2016-11-25T16:59:10.280,2019-03-05T15:58:37.250,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2016-6704,16-Nov,,2016,11,2016-11-01,1557,2016,11,11/1/16,19-Jul-16,A-30229821,"https://android.googlesource.com/platform/frameworks/av/+/c6c446f9e022adf20064e65a17574804f8af8e7d,https://android.googlesource.com/platform/hardware/qcom/audio/+/9cb9810ecb63c8ff55ecf4bc77431dc5b0688b5f,https://android.googlesource.com/platform/system/media/+/a6274f03b4dfe1c3a22af51e3a17ea56a314e747",,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",,All,"An elevation of privilege vulnerability in Mediaserver in Android 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, 6.x before 2016-11-01, and 7.0 before 2016-11-01 could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Android ID: A-30229821.","4.4.4, 5.0, 5.0.2, 5.1, 5.1.1, 7.0",2016-11-25T16:59:10.280,2019-03-05T15:58:37.250,CWE-264,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,"Permissions, Privileges, and Access Controls",2016-11-01
CVE-2016-6763,16-Dec,,2016,12,2016-12-01,1639,2016,12,12/1/16,12-Sep-16,A-31530456,https://android.googlesource.com/platform/packages/services/Telephony/+/1294620627b1e9afdf4bd0ad51c25ed3daf80d84,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",,All,"A denial of service vulnerability in Telephony could enable a local malicious application to use a specially crafted file to cause a device hang or reboot. This issue is rated as High due to the possibility of local permanent denial of service. Product: Android. Versions: 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0. Android ID: A-31530456.","4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",2017-01-12T15:59:00.417,2017-01-19T15:39:18.037,CWE-284,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM,Improper Access Control,2016-12-01
